,rating,review
4860,5,so so so tasty 
4861,3,worst
4862,5,Amazing.      Superb.  Fantastic.     I very very like it.
4863,3,yummy 
4864,3,supr
4865,5,This restaurant has left the best impression ! delicious dishes both veg and non veg . I recommend it to everyone ...
4866,5,nuce
4867,5,good 
4868,3,give more chatni 
4869,5,"it's average, nothing much special.i prefer dabeli over cone"
4870,5,Awesome ambience and amazing quality Soft Serve. The BEST place for Quality Softy and for your sweet craving which is actually not too sugaryyy. Must Visit.
4871,5,"Amazing cold pressed juices &amp; smoothies offered by BarePress. They have 100% Natural products &amp; no added sugar to any of the products. I have tried all of their juices in a span of 2 years and they are superb, well presented &amp; awesome packaging. The authentic taste of pomegranate juice is phenomenal."
4872,1,"The ambience is beyond words as compared to any other places in Surat. I’m so happy to have something so natural that I crave it everyday. The products are PURE, Natural, Sugar free with HIGHEST QUALITY!!!!"
4873,5,"Pretty well design ed interior, it is out of the world. Supeerb quality Juices with no added sugar and remarkable SOFT SERVES I must say. "
4874,5,Very impprsive packaging. Lovely way of keeping transperency with the customers. On top of that amazing natural taste with no added sugaer. 
4875,5,"Superb ambience. Lovely vibe &amp; presentation. Amazing Soft Serves. Coffee Soft Serve is one of my favourites, must try!!!"
4876,4,Fantastic ambiance. Very homely vibes. Love the concept of changing Softy flavours as well as customization with your favourite toppings. 💯
4877,1,Ek number cold pressed juices. Ek number Smoothies. Sugar freeee items available. Really happy with the quality provided.
4878,1,Fantastic taste and amazing presentation. I would highly recommend their quality products. 10 on 10 for taking health into consideration.
4879,5,Their products have no added sugar. Extremely fond of the cold pressed juices and smoothies. 100% NATURAL.
4880,5,Amazing presentation. I would highly recommend this place for the people who are looking for quality as well as natural products.
4881,5,"Lovely presentation and high quality products. Moreover, there is no added sugar to any of their products. Highly recommended!!"
4882,1,The ambience is beyond words I must say. The Vibe of the place is so homely. They serve COLD PRESSED FRESH JUICES &amp; Smoothies (NO ADDED SUGAR) and the place is so hygienic 
4883,5,100% NATURAL……………..it’s trueeeee.!!!!!!!!!!.!…………………..NO ADDED SUGAR………WELL PRESENTATED…………QUALITY PRODUCT………..MUST HAVE IT…….!!.!.!…….😍😍😍
4884,5,I have tried their green juices and the taste was phenomenal. Their products are 100% natural &amp; no added sugar. Highly recommended for all age groups.
4885,5,Had a wonderful experience with fresh dessert on our friend's bday . Tried juices smooties and fresh fresh freeze...simply loved it 
4886,5,<br/>
4887,5,"I ordered this juice for my dad who is diabetic. I checked his sugar level after he drank the juice, it didn't shoot up. So truly it doesn't contain any added sugar. That's great."
4888,1,Amazing Amazing health juice. They have got a wide range of health and fruit juices. Just what you need after your workout session. Would totally recommend. 💯
4889,5,test acha h but jeera soda ki jgh kuch or bhejj diya
4890,5,Extra pav is not arrive 
4891,5,the food tastes like shit
4892,5,salad is less means zero and quality and quantity is too less and taste is bad waste of money 
4893,5,"no taste, too oily and the pav was soggy.<br/>please send refund "
4894,5,bekar he likha kuch he or bhejta kuch or he<br/>coldrins me bhi esa
4895,1,nice egg and taste ❤😘
4896,5,good delvery
4897,5,did not receive the cutlery
4898,5,Mast good food
4899,1,some item missing
4900,5,wrong product and sab bigda huaa mall thaa kuchh bhai fresh nahi tha totally damaged 👎👎👎pesa barbad <br/>muje Mera pesa vapas dedo <br/>online khana magana hi frod heee 
4901,5,Must food tha mazza aa gaya packing to bohot acha diya tha timely service timely food delevery kardiya 
4902,5,Quantity bohot Kam thi or 2 hi paw sath me diye 1  person Ka bhi pet nahi bharaya
4903,1,Poor taste
4904,5,Thard class food quality
4905,5,rong odar
4906,5,"the food was tasteless . its not worth the money, i have eaten many egg dishes and this is the worst of them all. "
4907,5,Thard class food quality
4908,5,rong odar
4909,5,"the food was tasteless . its not worth the money, i have eaten many egg dishes and this is the worst of them all. "
4910,5,Thard class food quality
4911,5,rong odar
4912,5,"the food was tasteless . its not worth the money, i have eaten many egg dishes and this is the worst of them all. "
4913,5,Thard class food quality
4914,5,rong odar
4915,5,"the food was tasteless . its not worth the money, i have eaten many egg dishes and this is the worst of them all. "
4916,5,Thard class food quality
4917,5,rong odar
4918,5,"the food was tasteless . its not worth the money, i have eaten many egg dishes and this is the worst of them all. "
4919,5,Thard class food quality
4920,5,rong odar
4921,5,"the food was tasteless . its not worth the money, i have eaten many egg dishes and this is the worst of them all. "
4922,5,Thard class food quality
4923,1,rong odar
4924,5,"the food was tasteless . its not worth the money, i have eaten many egg dishes and this is the worst of them all. "
4925,5,Thard class food quality
4926,5,rong odar
4927,5,"the food was tasteless . its not worth the money, i have eaten many egg dishes and this is the worst of them all. "
4928,5,Thard class food quality
4929,5,rong odar
4930,5,"the food was tasteless . its not worth the money, i have eaten many egg dishes and this is the worst of them all. "
4931,5,Thard class food quality
4932,5,rong odar
4933,5,"the food was tasteless . its not worth the money, i have eaten many egg dishes and this is the worst of them all. "
4934,5,Pizza and garlic bread both were totally cold.
4935,5,Very tasty pizza and Have to taste veg suprema cheese burst and Creamy panner pizza..Good quality of Cheese And Oil Is using for The garnishing..<br/>
4936,5,One of the worst pizza places in Surat. We ordered their puff pizza. They took more than an hour for that. The service is extremely slow and pathetic. The food is below average. There are a lot of pizza places in Surat. Save yourself some money and time and do not visit this place.
4937,5,Pizza and garlic bread both were totally cold.
4938,5,Very tasty pizza and Have to taste veg suprema cheese burst and Creamy panner pizza..Good quality of Cheese And Oil Is using for The garnishing..<br/>
4939,5,One of the worst pizza places in Surat. We ordered their puff pizza. They took more than an hour for that. The service is extremely slow and pathetic. The food is below average. There are a lot of pizza places in Surat. Save yourself some money and time and do not visit this place.
4940,5,Pizza and garlic bread both were totally cold.
4941,5,Very tasty pizza and Have to taste veg suprema cheese burst and Creamy panner pizza..Good quality of Cheese And Oil Is using for The garnishing..<br/>
4942,5,One of the worst pizza places in Surat. We ordered their puff pizza. They took more than an hour for that. The service is extremely slow and pathetic. The food is below average. There are a lot of pizza places in Surat. Save yourself some money and time and do not visit this place.
4943,3,Pizza and garlic bread both were totally cold.
4944,5,Very tasty pizza and Have to taste veg suprema cheese burst and Creamy panner pizza..Good quality of Cheese And Oil Is using for The garnishing..<br/>
4945,5,One of the worst pizza places in Surat. We ordered their puff pizza. They took more than an hour for that. The service is extremely slow and pathetic. The food is below average. There are a lot of pizza places in Surat. Save yourself some money and time and do not visit this place.
4946,1,Pizza and garlic bread both were totally cold.
4947,5,Very tasty pizza and Have to taste veg suprema cheese burst and Creamy panner pizza..Good quality of Cheese And Oil Is using for The garnishing..<br/>
4948,5,One of the worst pizza places in Surat. We ordered their puff pizza. They took more than an hour for that. The service is extremely slow and pathetic. The food is below average. There are a lot of pizza places in Surat. Save yourself some money and time and do not visit this place.
4949,5,Pizza and garlic bread both were totally cold.
4950,5,Very tasty pizza and Have to taste veg suprema cheese burst and Creamy panner pizza..Good quality of Cheese And Oil Is using for The garnishing..<br/>
4951,5,One of the worst pizza places in Surat. We ordered their puff pizza. They took more than an hour for that. The service is extremely slow and pathetic. The food is below average. There are a lot of pizza places in Surat. Save yourself some money and time and do not visit this place.
4952,1,Pizza and garlic bread both were totally cold.
4953,1,Very tasty pizza and Have to taste veg suprema cheese burst and Creamy panner pizza..Good quality of Cheese And Oil Is using for The garnishing..<br/>
4954,5,One of the worst pizza places in Surat. We ordered their puff pizza. They took more than an hour for that. The service is extremely slow and pathetic. The food is below average. There are a lot of pizza places in Surat. Save yourself some money and time and do not visit this place.
4955,5,Pizza and garlic bread both were totally cold.
4956,1,Very tasty pizza and Have to taste veg suprema cheese burst and Creamy panner pizza..Good quality of Cheese And Oil Is using for The garnishing..<br/>
4957,5,One of the worst pizza places in Surat. We ordered their puff pizza. They took more than an hour for that. The service is extremely slow and pathetic. The food is below average. There are a lot of pizza places in Surat. Save yourself some money and time and do not visit this place.
4958,5,Pizza and garlic bread both were totally cold.
4959,1,Very tasty pizza and Have to taste veg suprema cheese burst and Creamy panner pizza..Good quality of Cheese And Oil Is using for The garnishing..<br/>
4960,5,One of the worst pizza places in Surat. We ordered their puff pizza. They took more than an hour for that. The service is extremely slow and pathetic. The food is below average. There are a lot of pizza places in Surat. Save yourself some money and time and do not visit this place.
4961,5,Pizza and garlic bread both were totally cold.
4962,1,Very tasty pizza and Have to taste veg suprema cheese burst and Creamy panner pizza..Good quality of Cheese And Oil Is using for The garnishing..<br/>
4963,5,One of the worst pizza places in Surat. We ordered their puff pizza. They took more than an hour for that. The service is extremely slow and pathetic. The food is below average. There are a lot of pizza places in Surat. Save yourself some money and time and do not visit this place.
4964,5,Pizza and garlic bread both were totally cold.
4965,1,Very tasty pizza and Have to taste veg suprema cheese burst and Creamy panner pizza..Good quality of Cheese And Oil Is using for The garnishing..<br/>
4966,5,One of the worst pizza places in Surat. We ordered their puff pizza. They took more than an hour for that. The service is extremely slow and pathetic. The food is below average. There are a lot of pizza places in Surat. Save yourself some money and time and do not visit this place.
4967,5,Pizza and garlic bread both were totally cold.
4968,1,Very tasty pizza and Have to taste veg suprema cheese burst and Creamy panner pizza..Good quality of Cheese And Oil Is using for The garnishing..<br/>
4969,5,One of the worst pizza places in Surat. We ordered their puff pizza. They took more than an hour for that. The service is extremely slow and pathetic. The food is below average. There are a lot of pizza places in Surat. Save yourself some money and time and do not visit this place.
4970,5,Pizza and garlic bread both were totally cold.
4971,1,Very tasty pizza and Have to taste veg suprema cheese burst and Creamy panner pizza..Good quality of Cheese And Oil Is using for The garnishing..<br/>
4972,5,One of the worst pizza places in Surat. We ordered their puff pizza. They took more than an hour for that. The service is extremely slow and pathetic. The food is below average. There are a lot of pizza places in Surat. Save yourself some money and time and do not visit this place.
4973,5,Pizza and garlic bread both were totally cold.
4974,1,Very tasty pizza and Have to taste veg suprema cheese burst and Creamy panner pizza..Good quality of Cheese And Oil Is using for The garnishing..<br/>
4975,5,One of the worst pizza places in Surat. We ordered their puff pizza. They took more than an hour for that. The service is extremely slow and pathetic. The food is below average. There are a lot of pizza places in Surat. Save yourself some money and time and do not visit this place.
4976,5,bad in quantity 
4977,5,worst food quality
4978,5,Dosto order karna paisa paani me behana. Bahut hi ghatia test uncooked brunt and untested 
4979,5,Bhai Chinese me baal nikla wo bhi do baar or kitna goja test tha test to sahi rakho bhai test check karke to banao
4980,5,Nothing
4981,5,I never order bismillah
4982,5,Tasty food
4983,5,Good stuff has GOODDD STUFF
4984,1,"<span class=""sc-isojaI gDLUys"">Gives such a cute cozy french vibe. The playlist is on point. I was never a fan of croissants until i tried the Chicken Salami Croissant. It's the only place that serves chicken salami croissant in town. And i loved it. If you're okay with experimenting with different kinds of coffee, ask the head Barista to make you something new. He experiments a lot, and happens to make the best. If you're in the mood to have a Frappe, ask for something new, and he'll make the best. If you're just into coffee, try Picolo. Strong and one of the best. Hits right. Absolutely love love love the vibe. <br/>Amazing books and magazine collection, unique retail stuff, with great coffee. It's an unusual place. Not...</span><span class=""sc-btewqU joolgW"">read more</span>"
4985,5,"I had WHOLESOME experience at THEGOODSTUFF cafe, great<br/>combination of coffee and deserts, two bests of life.<br/><br/>savoury menu is great too, ambience is chill with a nice vibe ✨"
4986,1,"Best coffee in town, I've been to so many places but this is worth your money and is very quaint and cute. Must try: Iced mocha "
4987,1,"Not at all consistent and very big disappointment , they deliver wrong order even after ordering twice. Very upsetting "
4988,5,Pathetic service and food <br/>They don’t listen to any order specifications at all. Terrible service.
4989,4,Flat white are hot coffee.. you have served me cold
4990,1,"I tried their Flaming hot cheetoz Cheese Sticks.. Yes,that red one which you saw in Mukbangs. But unfortunately this guys are using Amul processed cheese, which is unable to stay melted more than 1 min and can’t get any cheese pull strings from that as well. <br/>I was very disappointed while eating only a block of cheese inside.<br/>Otherwise the crust and the deep served with it were quite good enough.<br/><br/>Guys you seriously need to change the cheese itself."
4991,1,"We tried unlimited menu today but to be honest, it was really bad experience, it was below expectation. Pizzas were not good at all. All food was cold. Soup and cold drinks were good. No tasty food."
4992,1,sent wrong order 
4993,2,"Real pizza restaurant is a very nice food,i love pizza and other meals.its a very good restaurants pal surat"
4994,5,"nice person, outstanding delivery."
4995,5,you pizza is so cold not hot I am really disappointed with you 
4996,3,"both pizza are cold ,so not enjoy as others pizza shop"
4997,3,"Worst pizza ever, my mistake to order and waste my money. Disturbed my stomach and mood ...very bad pizza and garlic bread was even worse"
4998,1,Slice missing when delivered. The restaurant staff talked rudely when called. Refused to take responsibility and told me to talk to zomato not them.
4999,3,This is one of my favourite places for unlimited food cuz panipuri lovers will just love this restaurant and the best thing is the unlimited cold drink. Salad and main course is also appreciable.
5000,4,It is awesome experience good dinner😅<br/>Ambience are very impressive 🤩
5001,5,Pizza was good but your service was not good that's why I can't give very good rating to you.please improve your service.<br/>Salads :⭐⭐⭐⭐⭐<br/>Pizza : ⭐⭐⭐⭐<br/>Service : ⭐⭐
5002,1,very bed experience.  yakk..
5003,5,quantity improvement neede
5004,5,test is great 😀👍
5005,3,It tastes so good.
5006,3,I need refund <br/><br/>I order dum biriyani but its look like khichdi
5007,5,Too much tomatos in it… feeling like am eating tomoto sabji…. Not pav bhaji….
5008,5,"did not received sides salad,  no tissue and too less quality "
5009,1,I ordered Hakka noodles and price was 210. with tax and other services total bill amt was 290. and for 290rs I got very less quantity. Even one small boy cannot fulfill his tummy. This is very nonsense. 
5010,3,it was so bad. only few kebabs without chutney or any accompaniments. 
5011,3,delivery charges taken....on order page no charges showing...later on taken charges
5012,2,the seller told me he will refund me amount to my wallet  but not done yet . they did had chocolava and 1 farmhouse was to be cancelled 
5013,5,i want replacement with this order otherwise i’ll complaint
5014,3,"The quality and taste has degrade over the time it dsnt feel like eating the same , what it was a year back . Garlic bread had no taste of garlic , cheese burst had no cheese n much more"
5015,5,I ordered cheese bust but there is no cheese inside bad quality
5016,5,the pizza arrived a bit late also it was not at all hot..
5017,5,Please provide proper service.<br/>2nd time I didn’t receive ketchup…
5018,5,garlic bread was cold as if it was kept in refrigerator and then reheated and given.
5019,3,Pizza and garlic bread were cold and the pizza was not cut into proper portions! <br/>We didn’t receive the Oregano &amp; chilli flakes too! <br/>Extremely disappointed with the entire experience!
5020,4,very good 
5021,5,sous pouch not send with order
5022,5,"the pizza was burned and bread was very hard, was looking like leftover"
5023,5,"quality is not to the extent!,🙁"
5024,1,its not veg its non veg
5025,2,Garlic bread was very stale
5026,4,Waited too long
5027,3,i didn't received my order
5028,5,this is brownie????🤬😡
5029,2,excellent ☺️😘<br/>taste is so good 😋
5030,3,i need refund for garlic break
5031,5,"No ketchups were provided, not chilly flakes were provided "
5032,5,I didn’t got any cheese dip  above this my order was placed at 12:16 n i got my order after 1:30 it was terribly late n the food sucked
5033,5,cheese is very less not so testy and that was not a Paratha it's like sukhi roti with chees and corn
5034,1,I'm really hungry so i decided to eat pizza and i taste it ...very tight to cut and not hot at all...
5035,3,very cold food please take away no one will eat this 
5036,1,nice
5037,1,the waste experience of life is eating that pizza so poor taste and now onwards I will not order pizza from Domino's 
5038,3,Spoiled mood and taste
5039,5,what is the size of pizza is this ...too poor ..won't order again
5040,1,osm
5041,1,excellent ✨✨✨✨✨
5042,5,My order is not delivered yet
5043,5,Food arrived after 50 mins .. it was cold and it didn’t tasted good .. i had to through that pizza in bin.. coz it was not even eatable
5044,2,"not satisfied, we ordered cheese burst pizza but cheese was missing<br/>very very disappointed "
5045,2,very late received my order 
5046,5,pizza was not good.it was not baked properly. even onions were raw . have thrown in dustbin. upset with dominos.
5047,1,"It was a blunder, it is written 4 cheese pizza variety, in. Mumbai i got 4 type of pizza and here they gave only one, i returned it but have not got cash back"
5048,1,pizza is average Domino's is best pizza shop but this time taste &amp; bread is not very good average pizza
5049,1,Please deliver freshly made pizza not the old ones which are already made
5050,1,thing is that pizza is not good really this time I m suffering from helath issues... 
5051,1,I have ordered something else and I got something else this is so wrong on the time of delivery you are saying that things are not available and giving something else instead<br/>very very disappointed!!
5052,4,Ambiance is good however I did not like the food. <br/>Garlic bread was good however lasagne was below average and chilli paneer was average. <br/>I will give total of 2.5/5 rating.
5053,3,always late preparation<br/><br/>
5054,4,"Such a savior, the inclusions of chutneys on the menu makes it easy for a quick meal at home. And its soooo yumm. "
5055,5,As a mom for my baby. I keep ordering yummy mummy ragi batter for my little one. Thank you so much for bringing nutritious and healthy batters to us. Higly recommended to mothers 
5056,5,Organic Batters. The best idli and dosa batters I have had in town. I order for my family every Sunday. The experience have been always amazing 
5057,5,coconut chutney quantity can be increased as 4 person cannot be served by this much quantity. rest all is good
5058,5,This is best south indian 8 have eaten in this city. Healthy and just fresh
5059,5,"Well, you’d be amazed at how much difference great batters can make in your Sunday morning ritual of South Indian breakfast. I love the cuisine but I never could get idlis or dosas at home that tasted amazing unless I tried the Yummy Mummy batters one day, to only be reminded of what I’ve been missing all these months. Try their products and I’m most certain that you’ll see no differently. <br/><br/>I’m a big fan and a guarantor of the products that the Yummy Mummy team present. Keep up the great work :) "
5060,1,very oily and horrible 
5061,1,Horrible Horrible Horrible .. No waiter knows who will take order for food 🤷🏽‍♂️ Pathetic service .. never seen before such poor service<br/>
5062,1,poor experience and bad restaurant
5063,5,Even after requesting for spicy chicken the food was bald and tasteless. Disappointed!!
5064,1,Loved the Lemon Coriander Soup and Kalimirch Tikka. Do try the Biryani. Would love to try the butter chicken next. 
5065,5,"Service was super fast and prompt<br/><br/>Ordered peri peri tikka which was not much like peri peri and was undercooked, also had fat on it. <br/>Dragon chicken was ok<br/>Makhni chicken lasagne was good and very cheesy<br/>Schezwan noodles wasnt anything like how its supposed to be. Overall 3 stars for the ambience and the diverse menu. "
5066,1,improve packaging for coffee to avoid spilling. 
5067,5,The taste was absolutely amazing
5068,1,idle total weast<br/>chutney main smale aa rahi hai<br/>4 din purani chutney hai ye
5069,1,Need to work for packing sandwich in corrugated boxes to keep it hot. Aluminium foil is worst.
5070,5,"Portion of chutney was very less, but whatever it was, it was great!"
5071,1,too less quantity nd chutney is too less idli was worst 
5072,5,taste less food .. spoiled morning breakfast.  no salt in Carney and wasted 
5073,1,everything tasted the same ..no uniqueness and character of the dishes ..very disappointed 
5074,5,really amazing food and thanks mr angad for your service. really loved the food and amazing           
5075,1,really loved there food amazing taste and food quality and quantity is amazing do try there food i loved it thanks zest for amazing food
5076,5,best food ever had i stay in varacha the also my food which was delivered was perfect and i loved it amazing seekh kabab and i loved it
5077,1,The price is quite high compared to the quantity served. Provides bottle water of God only knows which company which tastes like tap water. TAKE YOUR OWN WATER BOTTLES HERE. 
5078,1,I requested for no onions still they have given onion pizza
5079,1,very less quantity 
5080,5,Nice
5081,1,please make value for your customer's money
5082,5,Quantity very less as per packaging and got wire kind of substance with food that could have made me very sick and even could have caused food poisoning. <br/>Pathetic experience
5083,2,super fast delivery boy 
5084,1,waste of money ... plzz don't by this shop taste was not good and quantity is so low... packing was not good..... poora paisa ka brbaadi ho gaya bhut gnda aaya
5085,5,I don’t like food
5086,2,"I have to say , i enjoyed every single bite of the meal . excellent food ,menu is extensive ...the food is always fantastic and no matter what I order I m always delighted with my meal.😻😻"
5087,5,"It's a great experience.the ambiance is very welcoming,amazing food and service .when we think about celebrations is always our 1st option zest house 😊😊🤪"
5088,1,Do yourself a favor and visit this lovely cafe. The service is unmatched. The staff truly cares about your experience. The food is absolutely amazing – everything we tasted melted in other mouths. Absolutely the best meal we had after a long time in Surat. Highly recommend! Please open one branch in Adajan also.
5089,5,Worst experience the restaurant did not follow my instructions and the food was very spicy that we could not have the food and we had to sleep hungry because by the time we received the food it was already 12 am and no other restaurant were excepting the order and Zomato also couldn’t find me better option
5090,2,not happy frood
5091,1,Best service  delivery even after carfiew time food is also good
5092,1,The pancakes were very bad they didn't even mention that it was a mini pancake so its kinda misleading after u get it you can't do anything
5093,5,"I ordered Nutella waffles but instead I got chocolate syrup waffles. Waffles are so soggy, I can’t even eat it with spoon."
5094,1,A home made food i like to eat
5095,5,Awesome food with very homely taste and superb quality. 
5096,2,"Quality food, Best taste, attractive price, fast service"
5097,1,Very awesome taste and also as per review
5098,1,fabulous
5099,5,"Good varieties and very good taste. Must try!! Prepared with utmost care and hygiene.<br/>Do try Egg Lahori, Egg khakhra, Manoj special and Egg roll."
5100,1,cheese sandwich was so bad ... disappointed...won't order again 
5101,1,cheese sandwich was so bad ... disappointed...won't order again 
5102,1,cheese sandwich was so bad ... disappointed...won't order again 
5103,1,cheese sandwich was so bad ... disappointed...won't order again 
5104,1,cheese sandwich was so bad ... disappointed...won't order again 
5105,1,cheese sandwich was so bad ... disappointed...won't order again 
5106,5,cheese sandwich was so bad ... disappointed...won't order again 
5107,1,cheese sandwich was so bad ... disappointed...won't order again 
5108,5,cheese sandwich was so bad ... disappointed...won't order again 
5109,5,cheese sandwich was so bad ... disappointed...won't order again 
5110,5,cheese sandwich was so bad ... disappointed...won't order again 
5111,5,cheese sandwich was so bad ... disappointed...won't order again 
5112,1,cheese sandwich was so bad ... disappointed...won't order again 
5113,5,cheese sandwich was so bad ... disappointed...won't order again 
5114,5,Order not received 
5115,5,good quality...and sufficient quantity
5116,1,it's too much ice crush..so please don't do this
5117,5,like some water
5118,5,भाई बिना चमच के मेगी कैसे खा सकते है?<br/>please put disposable spoon with orders
5119,1,I tried cream and onion Maggie which was more than amazing i would like to have it whenever i got free time and owner and management of the place is so good happening place overall 😇
5120,5,Must try....<br/>Don't believe negative ratings.<br/>Nice service.<br/>Tasty food.<br/>Perfect for quick hunger.<br/>Tried all the products and they are just awesome.
5121,5,horrible...... food is such  horrible.. its un eatbale...full of salt and food is just horrible... do me a favour when u make an order just taste once.. so that our money and our hunger cant be waste....
5122,1,I tried cream and onion Maggie which was more than amazing i would like to have it whenever i got free time and owner and management of the place is so good happening place overall 😇
5123,4,Must try....<br/>Don't believe negative ratings.<br/>Nice service.<br/>Tasty food.<br/>Perfect for quick hunger.<br/>Tried all the products and they are just awesome.
5124,4,horrible...... food is such  horrible.. its un eatbale...full of salt and food is just horrible... do me a favour when u make an order just taste once.. so that our money and our hunger cant be waste....
5125,3,I tried cream and onion Maggie which was more than amazing i would like to have it whenever i got free time and owner and management of the place is so good happening place overall 😇
5126,5,Must try....<br/>Don't believe negative ratings.<br/>Nice service.<br/>Tasty food.<br/>Perfect for quick hunger.<br/>Tried all the products and they are just awesome.
5127,3,horrible...... food is such  horrible.. its un eatbale...full of salt and food is just horrible... do me a favour when u make an order just taste once.. so that our money and our hunger cant be waste....
5128,4,I tried cream and onion Maggie which was more than amazing i would like to have it whenever i got free time and owner and management of the place is so good happening place overall 😇
5129,1,Must try....<br/>Don't believe negative ratings.<br/>Nice service.<br/>Tasty food.<br/>Perfect for quick hunger.<br/>Tried all the products and they are just awesome.
5130,5,horrible...... food is such  horrible.. its un eatbale...full of salt and food is just horrible... do me a favour when u make an order just taste once.. so that our money and our hunger cant be waste....
5131,4,I tried cream and onion Maggie which was more than amazing i would like to have it whenever i got free time and owner and management of the place is so good happening place overall 😇
5132,1,Must try....<br/>Don't believe negative ratings.<br/>Nice service.<br/>Tasty food.<br/>Perfect for quick hunger.<br/>Tried all the products and they are just awesome.
5133,5,horrible...... food is such  horrible.. its un eatbale...full of salt and food is just horrible... do me a favour when u make an order just taste once.. so that our money and our hunger cant be waste....
5134,1,I tried cream and onion Maggie which was more than amazing i would like to have it whenever i got free time and owner and management of the place is so good happening place overall 😇
5135,1,Must try....<br/>Don't believe negative ratings.<br/>Nice service.<br/>Tasty food.<br/>Perfect for quick hunger.<br/>Tried all the products and they are just awesome.
5136,1,horrible...... food is such  horrible.. its un eatbale...full of salt and food is just horrible... do me a favour when u make an order just taste once.. so that our money and our hunger cant be waste....
5137,1,I tried cream and onion Maggie which was more than amazing i would like to have it whenever i got free time and owner and management of the place is so good happening place overall 😇
5138,1,Must try....<br/>Don't believe negative ratings.<br/>Nice service.<br/>Tasty food.<br/>Perfect for quick hunger.<br/>Tried all the products and they are just awesome.
5139,1,horrible...... food is such  horrible.. its un eatbale...full of salt and food is just horrible... do me a favour when u make an order just taste once.. so that our money and our hunger cant be waste....
5140,5,I tried cream and onion Maggie which was more than amazing i would like to have it whenever i got free time and owner and management of the place is so good happening place overall 😇
5141,3,Must try....<br/>Don't believe negative ratings.<br/>Nice service.<br/>Tasty food.<br/>Perfect for quick hunger.<br/>Tried all the products and they are just awesome.
5142,1,horrible...... food is such  horrible.. its un eatbale...full of salt and food is just horrible... do me a favour when u make an order just taste once.. so that our money and our hunger cant be waste....
5143,2,I tried cream and onion Maggie which was more than amazing i would like to have it whenever i got free time and owner and management of the place is so good happening place overall 😇
5144,5,Must try....<br/>Don't believe negative ratings.<br/>Nice service.<br/>Tasty food.<br/>Perfect for quick hunger.<br/>Tried all the products and they are just awesome.
5145,4,horrible...... food is such  horrible.. its un eatbale...full of salt and food is just horrible... do me a favour when u make an order just taste once.. so that our money and our hunger cant be waste....
5146,1,I tried cream and onion Maggie which was more than amazing i would like to have it whenever i got free time and owner and management of the place is so good happening place overall 😇
5147,3,Must try....<br/>Don't believe negative ratings.<br/>Nice service.<br/>Tasty food.<br/>Perfect for quick hunger.<br/>Tried all the products and they are just awesome.
5148,1,horrible...... food is such  horrible.. its un eatbale...full of salt and food is just horrible... do me a favour when u make an order just taste once.. so that our money and our hunger cant be waste....
5149,5,I tried cream and onion Maggie which was more than amazing i would like to have it whenever i got free time and owner and management of the place is so good happening place overall 😇
5150,5,Must try....<br/>Don't believe negative ratings.<br/>Nice service.<br/>Tasty food.<br/>Perfect for quick hunger.<br/>Tried all the products and they are just awesome.
5151,1,horrible...... food is such  horrible.. its un eatbale...full of salt and food is just horrible... do me a favour when u make an order just taste once.. so that our money and our hunger cant be waste....
5152,5,I tried cream and onion Maggie which was more than amazing i would like to have it whenever i got free time and owner and management of the place is so good happening place overall 😇
5153,1,Must try....<br/>Don't believe negative ratings.<br/>Nice service.<br/>Tasty food.<br/>Perfect for quick hunger.<br/>Tried all the products and they are just awesome.
5154,1,horrible...... food is such  horrible.. its un eatbale...full of salt and food is just horrible... do me a favour when u make an order just taste once.. so that our money and our hunger cant be waste....
5155,2,Captain veg cutlet hero wrap tastes awesome😋 .Perfect amount of cheese. One of the best wraps I've had. 
5156,1,Ordered nuclear chicken nugget Wrap and captain fried chicken panini. Cheesy and delicious food. Will order again.
5157,1,The best place to order sandwiches in the city where you have a wide range of products to choose from and on time delivery as always.
5158,1,"I ordered vegetarian and non-vegetarian panini and wraps for our gathering from ‘Hero Sandwiches’. It was so yummy, even all of my mates were asking me about the place. I highly recommend ‘Hero Sandwiches’ for delicious food. And special thanks for the person who made my order. Cheers. "
5159,1,It's items are all tasty and also reasonable <br/>Chicken tikka wrap was awesome <br/>Chicken cheesy panini with mini monster was nice
5160,5,"Their Nuclear chicken nuggets panini is best. Veggies, sauces, quantity of patty everything was perfect. "
5161,1,"Really good!! Captain Fried chicken superhero panini and chicken tikka wrap ,cheesy and a good amount of chicken. <br/>Worth the money. "
5162,1,Spinach &amp; corn superhero panini and Veg cutlet Hero wrap was delicious and very cheesy . Loved the taste and size. 
5163,1,THANK YOU 
5164,1,Afte 1 hour delivery
5165,3,this item not deserve at this price <br/>very oil and not good oil quality 
5166,1,Poor taste
5167,1,"The best place in the town for dine in with friends and family!💙🧿 Great taste, best quality, awesome ambience, great staff!"
5168,1,"The best place in the town for dine in with friends and family!💙🧿 Great taste, best quality, awesome ambience, great staff!"
5169,4,"The best place in the town for dine in with friends and family!💙🧿 Great taste, best quality, awesome ambience, great staff!"
5170,5,"The best place in the town for dine in with friends and family!💙🧿 Great taste, best quality, awesome ambience, great staff!"
5171,5,"The best place in the town for dine in with friends and family!💙🧿 Great taste, best quality, awesome ambience, great staff!"
5172,5,"The best place in the town for dine in with friends and family!💙🧿 Great taste, best quality, awesome ambience, great staff!"
5173,5,"The best place in the town for dine in with friends and family!💙🧿 Great taste, best quality, awesome ambience, great staff!"
